'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'publisher_name'	'full_coverage'	'collection'	'discipline'	'date_added_online'	'catalog_identifier_oclc'	'catalog_identifier_lccn'
'The American Journal of Psychology'	'0002-9556'		'1887-11-01'	'1'	'1'	'1922-10-01'	'33'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerjpsyc'		'amerjpsyc'		'fulltext'	'Moving Wall: 3 years'	'University of Illinois Press'	'1887-11-01 - 2011-12-20'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Psychology'	'2005-08-01'	'38376431'	'2005 237201'
'The American Journal of Semitic Languages and Literatures'	'1062-0516'		'1895-10-01'	'12'	'1/2'	'1922-10-01'	'39'	'1'	'http://www.jstor.org/action/showPublication?journalCode=amerjsemilanglit'		'amerjsemilanglit'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1895-10-01 - 1941-10-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Archaeology;Middle East Studies'	'2002-12-01'	'51205129'	'2002-227233'
'The American Journal of Theology'	'1550-3283'		'1897-01-01'	'1'	'1'	'1920-10-01'	'24'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerjtheo'		'amerjtheo'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1897-01-01 - 1920-10-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-10-01'	'56728288'	'2004-237185'
'The American Law Register (1852-1891)'	'1558-3813'		'1852-11-01'	'1'	'1'	'1891-12-01'	'39'	'12'	'http://www.jstor.org/action/showPublication?journalCode=amerlawregi1852'		'amerlawregi1852'		'fulltext'	'Absorbed'	'The University of Pennsylvania Law Review'	'1852-11-01 - 1891-12-01'	'Arts & Sciences IV Collection'	'Law'	'2006-04-01'	'50389265'	'2006-236958'
'The American Law Register (1898-1907)'	'1558-3562'		'1898-01-01'	'46'	'1'	'1907-12-01'	'55'	'9'	'http://www.jstor.org/action/showPublication?journalCode=amerlawregi1898'		'amerlawregi1898'		'fulltext'	'Absorbed'	'The University of Pennsylvania Law Review'	'1898-01-01 - 1907-12-01'	'Arts & Sciences IV Collection'	'Law'	'2006-04-01'	'49317908'	'2006-236956'
'The American Law Register and Review'	'1558-3538'		'1892-01-01'	'40'	'1'	'1897-12-01'	'45'	'12'	'http://www.jstor.org/action/showPublication?journalCode=amerlawregirevi'		'amerlawregirevi'		'fulltext'	'Absorbed'	'The University of Pennsylvania Law Review'	'1892-01-01 - 1897-12-01'	'Arts & Sciences IV Collection'	'Law'	'2006-04-01'	'50389177'	'2006-236957'
'The American Magazine of Art'	'2151-254X'		'1916-01-01'	'7'	'3'	'1916-10-01'	'7'	'12'	'http://www.jstor.org/action/showPublication?journalCode=amermagart'		'amermagart'		'fulltext'	'Publication of this title ceased in 1936.'		'1916-01-01 - 1916-10-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2011-06-24'	'680390960'	'2011-235725'
'The American Mathematical Monthly'	'0002-9890'	'1930-0972'	'1894-01-01'	'1'	'1'	'1922-11-01'	'29'	'10'	'http://www.jstor.org/action/showPublication?journalCode=amermathmont'		'amermathmont'		'fulltext'	'Moving Wall: 3 years'	'Mathematical Association of America'	'1894-01-01 - 2012-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Mathematics'	'1999-05-01'	'41302466'	'sn99-23390'
'The American Naturalist'	'0003-0147'	'1537-5323'	'1867-03-01'	'1'	'1'	'1922-11-01'	'56'	'647'	'http://www.jstor.org/action/showPublication?journalCode=amernatu'		'amernatu'		'fulltext'	'Moving Wall: 5 years'	'The American Society of Naturalists;The University of Chicago Press'	'1867-03-01 - 2012-02-01'	'Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'2000-11-01'	'45446849'	'00-227441'
'The American Political Science Review'	'0003-0554'	'1537-5943'	'1906-11-01'	'1'	'1'	'1922-11-01'	'16'	'4'	'http://www.jstor.org/action/showPublication?journalCode=amerpoliscierevi'		'amerpoliscierevi'	'P4Y'	'fulltext'	'3 years'	'American Political Science Association'	'1906-11-01 - 2008-11-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'American Studies;Political Science'	'1997-01-01'	'36114239'	'sn97-23027'
'The Analyst'	'0741-7918'		'1874-01-01'	'1'	'1'	'1883-11-01'	'10'	'6'	'http://www.jstor.org/action/showPublication?journalCode=analyst'		'analyst'		'fulltext'	'Absorbed'	'Annals of Mathematics'	'1874-01-01 - 1883-11-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Mathematics'	'2001-09-01'	'47273328'	'2001-227289'
'The Annals of Mathematics'	'0003-486X'		'1884-03-01'	'1'	'1'	'1922-12-01'	'24'	'2'	'http://www.jstor.org/action/showPublication?journalCode=annamath'		'annamath'	'P6Y'	'fulltext'	'5 years'	'Annals of Mathematics'	'1884-03-01 - 2006-11-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Mathematics'	'1997-06-12'	'37032255'	'sn97-23221'
'The Annual of the American School of Oriental Research in Jerusalem'	'1933-2505'		'1919-01-01'	'1'	'None'	'1921-01-01'	'2/3'	'None'	'http://www.jstor.org/action/showPublication?journalCode=annuamerschoori2'		'annuamerschoori2'		'fulltext'	'Absorbed'	'The American Schools of Oriental Research'	'1919-01-01 - 1921-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Archaeology'	'2007-03-01'	'85848896'	'2007-234101'
'The Annual of the American Schools of Oriental Research'	'0066-0035'		'1922-01-01'	'4'	'None'	'1922-01-01'	'4'	'None'	'http://www.jstor.org/action/showPublication?journalCode=annuamerschoorie'		'annuamerschoorie'	'P4Y'	'fulltext'	'3 years'	'The American Schools of Oriental Research'	'1922-01-01 - 2008-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Archaeology'	'2007-03-01'	'85848902'	'2007-234100'
'The Anti-Union'	'2009-1672'		'1798-12-27'	'None'	'1'	'1799-03-09'	'None'	'32'	'http://www.jstor.org/action/showPublication?journalCode=anti-union'		'anti-union'		'fulltext'	'Publication of this title ceased in 1799.'	'The Anti-Union'	'1798-12-27 - 1799-03-09'	'Ireland Collection'	'History;Irish Studies;Political Science'	'2009-03-20'	'288972060'	'2009-235224'
'The Art Amateur'	'2151-8246'		'1879-06-01'	'1'	'1'	'1891-01-01'	'24'	'2'	'http://www.jstor.org/action/showPublication?journalCode=artamateur'		'artamateur'		'fulltext'	'Publication of this title ceased in 1903.'		'1879-06-01 - 1891-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2011-06-24'	'56495767'	'2006255638'
'The Art Bulletin'	'0004-3079'		'1919-09-01'	'2'	'1'	'1922-12-01'	'5'	'2'	'http://www.jstor.org/action/showPublication?journalCode=artbulletin'		'artbulletin'	'P4Y'	'fulltext'	'3 years'	'College Art Association'	'1919-09-01 - 2008-12-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Art & Art History'	'2003-11-01'	'38436072'	'2004-235629'
'The Art Critic'	'2150-315X'		'1893-11-01'	'1'	'1'	'1894-03-01'	'1'	'3'	'http://www.jstor.org/action/showPublication?journalCode=artcritic1893'		'artcritic1893'		'fulltext'	'Publication of this title ceased in 1894.'		'1893-11-01 - 1894-03-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448048260'	'2009-235710'
'The Art Journal (1875-1887)'	'2152-243X'		'1875-01-01'	'1'	'None'	'1880-01-01'	'6'	'None'	'http://www.jstor.org/action/showPublication?journalCode=artj1875'		'artj1875'		'fulltext'	'Publication of this title ceased in 1887.'		'1875-01-01 - 1880-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-03-24'	'568750808'	'2010234954'
'The Art News'	'2150-3192'		'1897-03-01'	'1'	'1'	'1897-06-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=artnews1897'		'artnews1897'		'fulltext'	'Publication of this title ceased in 1897.'		'1897-03-01 - 1897-06-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448048646'	'2009-235711'
'The Art Review'	'2150-3184'		'1870-04-01'	'1'	'1'	'1871-08-01'	'1'	'6'	'http://www.jstor.org/action/showPublication?journalCode=artreview'		'artreview'		'fulltext'	'Publication of this title ceased in 1871.'		'1870-04-01 - 1871-08-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448043078'	'2009-235712'
'The Art Union'	'1948-0709'		'1884-01-01'	'1'	'1'	'1885-11-01'	'2'	'5'	'http://www.jstor.org/action/showPublication?journalCode=artunion'		'artunion'		'fulltext'	'Publication of this title ceased in 1885.'		'1884-01-01 - 1885-11-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448024426'	'2009-235486'
'The Art World'	'2151-2752'		'1916-10-01'	'1'	'1'	'1918-03-01'	'3'	'6'	'http://www.jstor.org/action/showPublication?journalCode=artworld'		'artworld'		'fulltext'	'Publication of this title ceased in 1918.'		'1916-10-01 - 1918-03-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-24'	'436317927'	'2009-225274'
'The Assurance Magazine'	'2046-164X'		'1851-01-01'	'1'	'1'	'1852-01-01'	'2'	'4'	'http://www.jstor.org/action/showPublication?journalCode=assurancemag'		'assurancemag'		'fulltext'	'Absorbed'	'Cambridge University Press;Faculty of Actuaries and Institute of Actuaries'	'1851-01-01 - 1852-01-01'	'Arts & Sciences X Collection;Business III Collection'	'Business;Economics;Finance'	'2011-11-11'		
'The Auk'	'0004-8038'	'1938-4254'	'1884-01-01'	'1'	'1'	'1922-10-01'	'39'	'4'	'http://www.jstor.org/action/showPublication?journalCode=auk'		'auk'		'fulltext'	'Moving Wall: 3 years'	'American Ornithologists'' Union;University of California Press'	'1884-01-01 - 2011-10-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2007-10-01'	'46381486'	'2004-242146'
'The Belfast Magazine and Literary Journal'	'1757-045X'		'1825-02-01'	'1'	'1'	'1825-07-01'	'1'	'6'	'http://www.jstor.org/action/showPublication?journalCode=belfmagalitej'		'belfmagalitej'		'fulltext'	'Complete'	'Belfast Magazine and Literary Journal'	'1825-02-01 - 1825-07-01'	'Ireland Collection'	'Irish Studies;Language & Literature'	'2009-09-23'	'438294120'	'2009-235668'
'The Belfast Monthly Magazine'	'1758-1605'		'1808-09-01'	'1'	'1'	'1814-12-31'	'13'	'77'	'http://www.jstor.org/action/showPublication?journalCode=belfmontmaga'		'belfmontmaga'		'fulltext'	'Publication of this title ceased in 1814.'	'Belfast Monthly Magazine'	'1808-09-01 - 1814-12-31'	'Ireland Collection'	'Irish Studies'	'2009-05-08'	'320636351'	'2009-235090'
'The Biblical World'	'0190-3578'		'1893-01-01'	'1'	'1'	'1920-11-01'	'54'	'6'	'http://www.jstor.org/action/showPublication?journalCode=biblicalworld'		'biblicalworld'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1893-01-01 - 1920-11-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-09-01'	'56434422'	'2004-237150'
'The Bryologist'	'0007-2745'	'1938-4378'	'1898-01-01'	'1'	'1'	'1922-11-01'	'25'	'6'	'http://www.jstor.org/action/showPublication?journalCode=bryologist'		'bryologist'	'P4Y'	'fulltext'	'3 years'	'American Bryological and Lichenological Society'	'1898-01-01 - 2008-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2005-10-01'	'46381487'	'2004-242151'
'The Bulletin of the Cleveland Museum of Art'	'0009-8841'		'1914-04-01'	'1'	'1'	'1922-12-01'	'9'	'10'	'http://www.jstor.org/action/showPublication?journalCode=bulleclevmuseart'		'bulleclevmuseart'		'fulltext'	'Publication of this title ceased in 1994.'	'Cleveland Museum of Art'	'1914-04-01 - 1994-12-01'	'Arts & Sciences V Collection'	'Art & Art History'	'2009-06-16'	'400962625'	'2009-235553'
'The Bulletin of the College Art Association'	'0895-0571'		'1913-01-01'	'1'	'1'	'1913-01-01'	'1'	'1'	'http://www.jstor.org/action/showPublication?journalCode=bullcollartasso'		'bullcollartasso'		'fulltext'	'Absorbed'	'College Art Association'	'1913-01-01 - 1913-01-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Art & Art History'	'2003-11-01'	'53398416'	'2004-235619'
'The Bulletin of the College Art Association of America'	'0272-8192'		'1917-01-01'	'1'	'2'	'1918-09-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=bullcollartassoa'		'bullcollartassoa'		'fulltext'	'Absorbed'	'College Art Association'	'1917-01-01 - 1918-09-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Art & Art History'	'2003-11-01'	'53398430'	'2004-235624'
'The Cambro-Briton'	'1757-9953'		'1819-09-01'	'1'	'1'	'1822-06-01'	'3'	'30'	'http://www.jstor.org/action/showPublication?journalCode=cambrobriton'		'cambrobriton'		'fulltext'	'Publication of this title ceased in 1822.'	'Cambro-Briton'	'1819-09-01 - 1822-06-01'	'Ireland Collection'	'Irish Studies'	'2009-03-06'	'297881938'	'2009-235218'
'The Catholic Historical Review'	'0008-8080'		'1915-04-01'	'1'	'1'	'1922-10-01'	'8'	'3'	'http://www.jstor.org/action/showPublication?journalCode=cathhistrev'		'cathhistrev'	'P6Y'	'fulltext'	'5 years'	'Catholic University of America Press'	'1915-04-01 - 2006-10-01'	'Arts & Sciences V Collection'	'History;Religion'	'2008-11-21'	'45416719'	'2001-212132'
'The Catholic Layman'	'0791-5640'		'1852-01-17'	'1'	'1'	'1858-12-17'	'7'	'84'	'http://www.jstor.org/action/showPublication?journalCode=cathlayman'		'cathlayman'		'fulltext'	'Publication of this title ceased in 1858.'	'Catholic Layman'	'1852-01-17 - 1858-12-17'	'Ireland Collection'	'Irish Studies'	'2009-05-08'	'320636342'	'2009235099'
'The Classical Journal'	'0009-8353'		'1905-12-01'	'1'	'1'	'1922-12-01'	'18'	'3'	'http://www.jstor.org/action/showPublication?journalCode=classicalj'		'classicalj'		'fulltext'	'Moving Wall: 3 years'	'The Classical Association of the Middle West and South'	'1905-12-01 - 2011-12-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Classical Studies'	'2006-03-01'	'60621366'	'2006-236668'
'The Classical Weekly'	'1940-641X'		'1907-10-05'	'1'	'1'	'1922-12-18'	'16'	'10'	'http://www.jstor.org/action/showPublication?journalCode=clasweek'		'clasweek'		'fulltext'	'Absorbed'	'Classical Association of the Atlantic States'	'1907-10-05 - 1957-05-20'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Classical Studies'	'2008-08-15'	'243886232'	'2008-236257'
'The Collector'	'2152-6907'		'1891-11-01'	'3'	'1'	'1892-10-15'	'3'	'20'	'http://www.jstor.org/action/showPublication?journalCode=thecollector'		'thecollector'		'fulltext'	'Absorbed'		'1891-11-01 - 1892-10-15'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-05-26'	'631345338'	'2010234980'
'The Collector and Art Critic'	'1948-0202'		'1899-04-15'	'1'	'1'	'1907-02-01'	'5'	'4'	'http://www.jstor.org/action/showPublication?journalCode=collartcritic'		'collartcritic'		'fulltext'	'Publication of this title ceased in 1907.'		'1899-04-15 - 1907-02-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448020521'	'2009-235499'
'The Condor'	'0010-5422'	'1938-5129'	'1900-01-01'	'2'	'1'	'1922-11-01'	'24'	'6'	'http://www.jstor.org/action/showPublication?journalCode=condor'		'condor'		'fulltext'	'Moving Wall: 3 years'	'Cooper Ornithological Society;University of California Press'	'1900-01-01 - 2011-11-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2005-05-01'	'46381493'	'2004-242153'
'The Connoisseur'	'2151-1276'		'1886-10-01'	'1'	'1'	'1888-12-01'	'3'	'2'	'http://www.jstor.org/action/showPublication?journalCode=connoisseur'		'connoisseur'		'fulltext'	'Publication of this title ceased in 1888.'		'1886-10-01 - 1888-12-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503364473'	'2010-234734'
'The Course of Study'	'1545-5890'		'1900-07-01'	'1'	'1'	'1901-06-01'	'1'	'10'	'http://www.jstor.org/action/showPublication?journalCode=coursestudy'		'coursestudy'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1900-07-01 - 1901-06-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education'	'2004-02-01'	'54395269'	'2004-235655'
'The Crayon'	'2150-3176'		'1855-01-03'	'1'	'1'	'1861-07-01'	'8'	'7'	'http://www.jstor.org/action/showPublication?journalCode=crayon'		'crayon'		'fulltext'	'Publication of this title ceased in 1861. '		'1855-01-03 - 1861-07-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-11-20'	'468029472'	'2009-235771'
'The Decorator and Furnisher'	'2150-6256'		'1882-10-01'	'1'	'1'	'1897-09-01'	'30'	'6'	'http://www.jstor.org/action/showPublication?journalCode=decoandfurn'		'decoandfurn'		'fulltext'	'Publication of this title ceased in 1897.'		'1882-10-01 - 1897-09-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-24'	'527952279'	'2010-234821'
'The Dublin Literary Gazette'	'2009-1648'		'1830-01-02'	'None'	'1'	'1830-06-26'	'None'	'26'	'http://www.jstor.org/action/showPublication?journalCode=dubllitegaze'		'dubllitegaze'		'fulltext'	'Absorbed'	'National Magazine'	'1830-01-02 - 1830-06-26'	'Ireland Collection'	'Irish Studies'	'2009-05-08'	'320635033'	'2009-235098'
'The Dublin Penny Journal'	'2009-1338'		'1832-06-30'	'1'	'1'	'1836-06-25'	'4'	'208'	'http://www.jstor.org/action/showPublication?journalCode=dublpennj'		'dublpennj'		'fulltext'	'Publication of this title ceased in 1836.'	'Dublin Penny Journal'	'1832-06-30 - 1836-06-25'	'Ireland Collection'	'Folklore;History;Irish Studies;Zoology'	'2008-09-12'	'248571359'	'2008-235300'
'The Economic Bulletin'	'1536-1489'		'1908-04-01'	'1'	'1'	'1910-12-01'	'3'	'4'	'http://www.jstor.org/action/showPublication?journalCode=economicbulletin'		'economicbulletin'		'fulltext'	'Absorbed'	'American Economic Association'	'1908-04-01 - 1910-12-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'2010-05-26'	'608147759'	'2010-234973'
'The Elementary School Journal'	'0013-5984'	'1554-8279'	'1914-09-01'	'15'	'1'	'1922-12-01'	'23'	'4'	'http://www.jstor.org/action/showPublication?journalCode=elemschoj'		'elemschoj'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1914-09-01 - 2011-12-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education'	'2004-02-01'	'54395417'	'2004-235644'
'The Elementary School Teacher'	'1545-5858'		'1902-10-01'	'3'	'2'	'1914-06-01'	'14'	'10'	'http://www.jstor.org/action/showPublication?journalCode=elemschoteac'		'elemschoteac'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1902-10-01 - 1914-06-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education'	'2004-02-01'	'54395339'	'2004-235649'
'The Elementary School Teacher and Course of Study'	'1545-5904'		'1901-07-01'	'2'	'1'	'1902-07-01'	'3'	'1'	'http://www.jstor.org/action/showPublication?journalCode=elemschoteaccour'		'elemschoteaccour'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1901-07-01 - 1902-07-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education'	'2004-02-01'	'54395302'	'2004-235650'
'The English Journal'	'0013-8274'		'1912-01-01'	'1'	'1'	'1922-12-01'	'11'	'10'	'http://www.jstor.org/action/showPublication?journalCode=englishj'		'englishj'	'P4Y'	'fulltext'	'3 years'	'National Council of Teachers of English'	'1912-01-01 - 2008-11-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Education;Language & Literature'	'2004-02-01'	'38966572'	'2004-235660'
'The Florida Buggist'	'1930-4013'		'1917-06-21'	'1'	'1'	'1920-03-01'	'3'	'4'	'http://www.jstor.org/action/showPublication?journalCode=floridabuggist'		'floridabuggist'		'fulltext'	'Absorbed'	'Florida Entomological Society'	'1917-06-21 - 1920-03-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2006-09-01'	'54733147'	'2004-242187'
'The Florida Entomologist'	'0015-4040'		'1920-07-01'	'4'	'1'	'1922-12-01'	'6'	'3'	'http://www.jstor.org/action/showPublication?journalCode=florento'		'florento'	'P2Y'	'fulltext'	'1 year'	'Florida Entomological Society'	'1920-07-01 - 2010-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2006-09-01'	'33223434'	'sn95-026670'
'The Georgia Historical Quarterly'	'0016-8297'		'1917-03-01'	'1'	'1'	'1922-12-01'	'6'	'4'	'http://www.jstor.org/action/showPublication?journalCode=georhistquar'		'georhistquar'	'P4Y'	'fulltext'	'3 years'	'Georgia Historical Society'	'1917-03-01 - 2008-12-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2011-06-24'	'565102618'	'2011-235731'
'The Harvard Theological Review'	'0017-8160'	'1475-4517'	'1908-01-01'	'1'	'1'	'1922-10-01'	'15'	'4'	'http://www.jstor.org/action/showPublication?journalCode=harvtheorevi'		'harvtheorevi'	'P6Y'	'fulltext'	'5 years'	'Cambridge University Press;Harvard Divinity School'	'1908-01-01 - 2006-10-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2005-09-01'	'47922342'	'2005-237225'
'The Hebrew Student'	'0190-5953'		'1882-04-01'	'1'	'1'	'1883-06-01'	'2'	'10'	'http://www.jstor.org/action/showPublication?journalCode=hebrewstudent'		'hebrewstudent'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1882-04-01 - 1883-06-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2004-09-01'	'56434333'	'2004-237165'
'The High School Journal'	'0018-1498'	'1534-5157'	'1918-01-01'	'1'	'1'	'1922-12-01'	'5'	'8'	'http://www.jstor.org/action/showPublication?journalCode=highschooljour'		'highschooljour'	'P4Y'	'fulltext'	'3 years'	'University of North Carolina Press'	'1918-01-01 - 2008-12-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Education'	'2010-05-26'	'46322850'	'2001227186'
'The Hispanic American Historical Review'	'0018-2168'	'1527-1900'	'1918-02-01'	'1'	'1'	'1922-11-01'	'5'	'4'	'http://www.jstor.org/action/showPublication?journalCode=hispamerhistrevi'		'hispamerhistrevi'		'fulltext'	'1/1/2000'	'Duke University Press'	'1918-02-01 - 1999-11-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'History;Latin American Studies'	'2001-06-01'	'47075469'	'2001-227190'
'The Illustrated Magazine of Art'	'2150-5837'		'1853-01-01'	'1'	'1'	'1854-01-01'	'4'	'24'	'http://www.jstor.org/action/showPublication?journalCode=illumagaart'		'illumagaart'		'fulltext'	'Publication of this title ceased in 1854.'		'1853-01-01 - 1854-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503355358'	'2010-234715'
'The Illustrated Wood Worker'	'2151-1284'		'1879-01-01'	'1'	'1'	'1879-12-01'	'1'	'12'	'http://www.jstor.org/action/showPublication?journalCode=illuwoodwork'		'illuwoodwork'		'fulltext'	'Publication of this title ceased in 1879.'		'1879-01-01 - 1879-12-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-02-03'	'503365724'	'2010-234735'
'The Indiana Quarterly Magazine of History'	'0147-2259'		'1905-03-01'	'1'	'1'	'1913-03-01'	'9'	'1'	'http://www.jstor.org/action/showPublication?journalCode=indiqmagahist'		'indiqmagahist'		'fulltext'	'Absorbed'	'Indiana University Department of History'	'1905-03-01 - 1913-03-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2010-10-07'	'231390376'	'2008-238584'
'The Irish Penny Journal '	'2009-0935'		'1840-07-04'	'1'	'1'	'1841-06-26'	'1'	'52'	'http://www.jstor.org/action/showPublication?journalCode=irispennjour'		'irispennjour'		'fulltext'	'Publication of this title ceased in 1841.'	'Irish Penny Journal'	'1840-07-04 - 1841-06-26'	'Ireland Collection'	'Folklore;History;Irish Studies'	'2008-09-12'	'248571992'	'2008-235301'
'The Jewish Quarterly Review'	'0021-6682'	'1553-0604'	'1888-10-01'	'1'	'1'	'1922-10-01'	'13'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jewiquarrevi'		'jewiquarrevi'	'P6Y'	'fulltext'	'5 years'	'University of Pennsylvania Press'	'1888-10-01 - 2006-10-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Jewish Studies;Religion'	'2005-11-01'	'56634092'	'2004-213347'
'The Journal of American Folklore'	'0021-8715'	'1535-1882'	'1888-04-01'	'1'	'1'	'1922-10-01'	'35'	'138'	'http://www.jstor.org/action/showPublication?journalCode=jamerfolk'		'jamerfolk'		'fulltext'	'Moving Wall: 5 years'	'American Folklore Society;University of Illinois Press'	'1888-04-01 - 2011-10-15'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'American Studies;Anthropology;Folklore;Language & Literature'	'2002-12-01'	'51205291'	'2002-227249'
'The Journal of English and Germanic Philology'	'0363-6941'		'1903-09-01'	'5'	'1'	'1922-10-01'	'21'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jenglgermphil'		'jenglgermphil'		'fulltext'	'Moving Wall: 3 years'	'University of Illinois Press'	'1903-09-01 - 2011-09-24'	'Arts & Sciences VIII Collection'	'Language & Literature'	'2010-02-24'	'60625079'	'2008-247631'
'The Journal of Geology'	'0022-1376'	'1537-5269'	'1893-01-01'	'1'	'1'	'1922-11-01'	'30'	'8'	'http://www.jstor.org/action/showPublication?journalCode=jgeology'		'jgeology'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1893-01-01 - 2012-01-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Geography;History of Science & Technology;Paleontology'	'2009-05-08'	'41273710'	'00-238608'
