'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'publisher_name'	'full_coverage'	'collection'	'discipline'	'date_added_online'	'catalog_identifier_oclc'	'catalog_identifier_lccn'
'Bulletin of the American Geographical Society'	'0190-5929'		'1901-01-01'	'33'	'1'	'1915-01-01'	'47'	'12'	'http://www.jstor.org/action/showPublication?journalCode=bullamergeogsoci'		'bullamergeogsoci'		'fulltext'	'Absorbed'	'American Geographical Society'	'1901-01-01 - 1915-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-06-01'	'49976443'	'2002-227016'
'Bulletin of the American Library Association'	'0364-4049'		'1907-01-01'	'1'	'1'	'1922-11-01'	'16'	'6'	'http://www.jstor.org/action/showPublication?journalCode=bullamerlibrasso'		'bullamerlibrasso'		'fulltext'	'Absorbed'	'American Library Association'	'1907-01-01 - 1938-12-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Library Science'	'2011-06-24'	'560047425'	'2011-235751'
'Bulletin of the American School of Oriental Research in Jerusalem'	'0276-7732'		'1919-12-01'	'None'	'1'	'1921-04-01'	'None'	'3'	'http://www.jstor.org/action/showPublication?journalCode=bullamerschoori2'		'bullamerschoori2'		'fulltext'	'Absorbed'	'The American Schools of Oriental Research'	'1919-12-01 - 1921-04-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Archaeology'	'2005-06-01'	'60576572'	'2005-236971'
'Bulletin of the American Schools of Oriental Research'	'0003-097X'	'2161-8062'	'1921-09-01'	'None'	'4'	'1922-12-01'	'None'	'8'	'http://www.jstor.org/action/showPublication?journalCode=bullamerschoorie'		'bullamerschoorie'		'fulltext'	'Moving Wall: 3 years'	'The American Schools of Oriental Research'	'1921-09-01 - 2011-11-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Anthropology;Archaeology;Classical Studies;Middle East Studies'	'2005-06-08'	'45536182'	'2005-236966'
'Bulletin of the Art Institute of Chicago (1907-1951)'	'1935-6595'		'1907-10-01'	'1'	'1'	'1922-12-01'	'16'	'7'	'http://www.jstor.org/action/showPublication?journalCode=bullartinstchic1'		'bullartinstchic1'		'fulltext'	'Absorbed'	'The Art Institute of Chicago'	'1907-10-01 - 1951-04-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Art & Art History'	'2007-10-01'	'175290716'	'2007-265272'
'Bulletin of the City Art Museum of St. Louis'	'0364-8141'		'1914-04-01'	'1'	'1'	'1922-04-01'	'7'	'2'	'http://www.jstor.org/action/showPublication?journalCode=bullcityartmus'		'bullcityartmus'		'fulltext'	'Absorbed'	'St. Louis Art Museum'	'1914-04-01 - 1971-11-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2011-07-22'	'609524308'	
'Bulletin of the Cooper Ornithological Club'	'1553-1031'		'1899-01-01'	'1'	'1'	'1899-11-01'	'1'	'6'	'http://www.jstor.org/action/showPublication?journalCode=bullcooporniclub'		'bullcooporniclub'		'fulltext'	'Absorbed'	'Cooper Ornithological Society'	'1899-01-01 - 1899-11-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2005-05-01'	'55667767'	'2004-242164'
'Bulletin of the Ecological Society of America'	'0012-9623'		'1917-01-01'	'1'	'1'	'1922-10-01'	'4'	'1'	'http://www.jstor.org/action/showPublication?journalCode=bullecosociamer'		'bullecosociamer'		'fulltext'	'Beginning with Vol. 84, No. 1 (2003), this journal has been published online.'	'Ecological Society of America'	'1917-01-01 - 2002-10-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'2009-05-28'	'48020354'	'2003-263020'
'Bulletin of the New England Art Union'	'1944-0383'		'1852-01-01'	'None'	'1'	'1852-01-01'	'None'	'1'	'http://www.jstor.org/action/showPublication?journalCode=bullnewengartun'		'bullnewengartun'		'fulltext'	'Publication of this title ceased in 1852.'		'1852-01-01 - 1852-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448031491'	'2009-235498'
'Bulletin of the Pennsylvania Museum'	'0891-3609'		'1903-01-01'	'1'	'1'	'1922-11-01'	'18'	'72'	'http://www.jstor.org/action/showPublication?journalCode=bullpennmuse'		'bullpennmuse'		'fulltext'	'Absorbed'	'Philadelphia Museum of Art'	'1903-01-01 - 1938-03-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Art & Art History'	'2007-03-01'	'85848915'	'2007-234109'
'Bulletin of the Torrey Botanical Club'	'0040-9618'		'1870-01-01'	'1'	'1'	'1922-12-01'	'49'	'12'	'http://www.jstor.org/action/showPublication?journalCode=bulltorrbotaclub'		'bulltorrbotaclub'		'fulltext'	'Absorbed'	'Torrey Botanical Society'	'1870-01-01 - 1996-10-01'	'Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2000-11-01'	'45446704'	'00-227430'
'California Historical Society Quarterly'	'0008-1175'		'1922-07-01'	'1'	'1'	'1922-10-01'	'1'	'2'	'http://www.jstor.org/action/showPublication?journalCode=calihistsociquar'		'calihistsociquar'		'fulltext'	'Absorbed'	'California Historical Society'	'1922-07-01 - 1970-12-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-07-31'	'300325998'	'2009-235275'
'California Law Review'	'0008-1221'		'1912-11-01'	'1'	'1'	'1922-11-01'	'11'	'1'	'http://www.jstor.org/action/showPublication?journalCode=calilawrevi'		'calilawrevi'	'P4Y'	'fulltext'	'3 years'	'California Law Review, Inc.'	'1912-11-01 - 2008-12-01'	'Arts & Sciences IV Collection'	'Law'	'2006-09-01'	'42810539'	'2006-234631'
'Christian Education'	'1550-574X'		'1919-03-01'	'2'	'11'	'1922-12-01'	'6'	'3'	'http://www.jstor.org/action/showPublication?journalCode=chrieduc'		'chrieduc'		'fulltext'	'Absorbed'	'Penn State University Press'	'1919-03-01 - 1952-12-01'		'Religion'	'2011-12-30'		
'Classical Philology'	'0009-837X'	'1546-072X'	'1906-01-01'	'1'	'1'	'1922-10-01'	'17'	'4'	'http://www.jstor.org/action/showPublication?journalCode=clasphil'		'clasphil'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1906-01-01 - 2011-10-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Classical Studies'	'2002-06-12'	'49976274'	'2002-227027'
'Columbia Law Review'	'0010-1958'		'1901-01-01'	'1'	'1'	'1922-12-01'	'22'	'8'	'http://www.jstor.org/action/showPublication?journalCode=colulawrevi'		'colulawrevi'	'P4Y'	'fulltext'	'3 years'	'Columbia Law Review Association, Inc.'	'1901-01-01 - 2008-12-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2004-04-01'	'46940210'	'[not yet available]'
'Copeia'	'0045-8511'	'1938-5110'	'1913-12-27'	'None'	'1'	'1922-12-20'	'None'	'113'	'http://www.jstor.org/action/showPublication?journalCode=copeia'		'copeia'	'P4Y'	'fulltext'	'3 years'	'American Society of Ichthyologists and Herpetologists (ASIH)'	'1913-12-27 - 2008-12-18'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Aquatic Sciences;Biological Sciences;Zoology'	'2005-08-01'	'48166077'	'2005 237208'
'Cosmopolitan Art Journal'	'1948-9323'		'1856-11-01'	'1'	'2'	'1861-03-01'	'5'	'1'	'http://www.jstor.org/action/showPublication?journalCode=cosmoartjourn'		'cosmoartjourn'		'fulltext'	'Publication of this title ceased in 1861.'		'1856-11-01 - 1861-03-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2009-10-09'	'448020519'	'2009235493'
'Criminal Science Monographs'	'1547-626X'		'1915-09-01'	'None'	'1'	'1918-01-01'	'None'	'3'	'http://www.jstor.org/action/showPublication?journalCode=crimsciemono'		'crimsciemono'		'fulltext'	'Publication of this title ceased in 1923.'		'1915-09-01 - 1923-01-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2004-07-14'	'55941464'	'2004-236882'
'Ecology'	'0012-9658'		'1920-01-01'	'1'	'1'	'1922-10-01'	'3'	'4'	'http://www.jstor.org/action/showPublication?journalCode=ecology'		'ecology'	'P3Y'	'fulltext'	'2 years'	'Ecological Society of America'	'1920-01-01 - 2009-12-01'	'Arts & Sciences I Collection;Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'1997-01-01'	'35698209'	'sn97-23010'
'Fine Arts Journal'	'2151-2760'		'1903-03-01'	'14'	'3'	'1919-03-01'	'37'	'3'	'http://www.jstor.org/action/showPublication?journalCode=fineartsj'		'fineartsj'		'fulltext'	'Publication of this title ceased in 1919.'		'1903-03-01 - 1919-03-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-05-26'	'608967159'	'2010-234984'
'Foreign Affairs'	'0015-7120'		'1922-09-15'	'1'	'1'	'1922-12-15'	'1'	'2'	'http://www.jstor.org/action/showPublication?journalCode=foreignaffairs'		'foreignaffairs'	'P4Y'	'fulltext'	'3 years'	'Council on Foreign Relations'	'1922-09-15 - 2008-11-01'	'Arts & Sciences VI Collection;For-Profit Academic Arts & Sciences VI Collection'	'Political Science'	'2008-11-21'	'60617857'	'2005-263056'
'Geographical Review'	'0016-7428'		'1916-01-01'	'1'	'1'	'1922-10-01'	'12'	'4'	'http://www.jstor.org/action/showPublication?journalCode=geogrevi'		'geogrevi'	'P6Y'	'fulltext'	'5 years'	'American Geographical Society'	'1916-01-01 - 2006-10-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-06-01'	'49976445'	'2002-227017'
'Harvard Law Review'	'0017-811X'		'1887-04-15'	'1'	'1'	'1922-12-01'	'36'	'2'	'http://www.jstor.org/action/showPublication?journalCode=harvardlawreview'		'harvardlawreview'	'P4Y'	'fulltext'	'3 years'	'The Harvard Law Review Association'	'1887-04-15 - 2008-12-01'	'Arts & Sciences IV Collection'	'Law'	'2005-04-13'	'46968396'	'2005-236617'
'Harvard Studies in Classical Philology'	'0073-0688'		'1890-01-01'	'1'	'None'	'1922-01-01'	'33'	'None'	'http://www.jstor.org/action/showPublication?journalCode=harvstudclasphil'		'harvstudclasphil'	'P4Y'	'fulltext'	'3 years'	'Department of the Classics, Harvard University'	'1890-01-01 - 2008-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Classical Studies'	'2002-06-01'	'49976433'	'2002-227013'
'Hebraica'	'0160-2810'		'1884-03-01'	'1'	'1'	'1895-04-01'	'11'	'3/4'	'http://www.jstor.org/action/showPublication?journalCode=hebraica'		'hebraica'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1884-03-01 - 1895-04-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Archaeology;Middle East Studies'	'2002-12-01'	'51205119'	'2002-227232'
'Hermes'	'0018-0777'		'1866-01-01'	'1'	'1'	'1869-01-01'	'3'	'3'	'http://www.jstor.org/action/showPublication?journalCode=hermes'		'hermes'	'P5Y'	'fulltext'	'4 years'	'Franz Steiner Verlag'	'1866-01-01 - 2007-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Classical Studies'	'2008-08-15'	'60616326'	'2008-236262'
'Hispania'	'0018-2133'		'1917-11-01'	'1'	'None'	'1922-12-01'	'5'	'6'	'http://www.jstor.org/action/showPublication?journalCode=hispania'		'hispania'	'P2Y'	'fulltext'	'1 year'	'American Association of Teachers of Spanish and Portuguese'	'1917-11-01 - 2010-12-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature;Latin American Studies'	'2002-10-01'	'50709558'	'2002-227125'
'Historische Zeitschrift'	'0018-2613'		'1859-01-01'	'1'	'1'	'1869-01-01'	'22'	'2'	'http://www.jstor.org/action/showPublication?journalCode=histzeit'		'histzeit'	'P11Y'	'fulltext'	'10 years'	'Akademie Verlag GmbH;Oldenbourg Wissenschaftsverlag GmbH'	'1859-01-01 - 2001-12-01'	'Arts & Sciences V Collection'	'History'	'2009-08-21'	'256491978'	'2009-235470'
'Illustrated Art Notes upon the Annual Exhibition of the National Academy of Design'	'2152-856X'		'1882-01-01'	'None'	'2'	'1883-01-01'	'None'	'3'	'http://www.jstor.org/action/showPublication?journalCode=ilarnoupanexnaad'		'ilarnoupanexnaad'		'fulltext'	'Absorbed'		'1882-01-01 - 1883-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-05-26'	'631405534'	'2010234994'
'Indiana Magazine of History'	'0019-6673'	'1942-9711'	'1913-06-01'	'9'	'2'	'1922-12-01'	'18'	'4'	'http://www.jstor.org/action/showPublication?journalCode=indimagahist'		'indimagahist'		'fulltext'	'Moving Wall: 2 years'	'Indiana University Department of History'	'1913-06-01 - 2011-09-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2010-10-07'	'61313105'	'2008-238585'
'International Journal of American Linguistics'	'0020-7071'	'1545-7001'	'1917-07-01'	'1'	'1'	'1921-01-01'	'2'	'1/2'	'http://www.jstor.org/action/showPublication?journalCode=intejamerling'		'intejamerling'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1917-07-01 - 2012-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'American Indian Studies;Anthropology;Language & Literature;Linguistics'	'2004-11-01'	'42818215'	'2003-213733'
'International Journal of Ethics'	'1526-422X'		'1890-10-01'	'1'	'1'	'1922-10-01'	'33'	'1'	'http://www.jstor.org/action/showPublication?journalCode=intejethi'		'intejethi'		'fulltext'	'Absorbed'	'The University of Chicago Press'	'1890-10-01 - 1938-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Philosophy'	'1999-11-10'	'42799273'	'sn99-23442'
'Journal of Biblical Literature'	'0021-9231'		'1890-01-01'	'9'	'1'	'1922-01-01'	'41'	'3/4'	'http://www.jstor.org/action/showPublication?journalCode=jbibllite'		'jbibllite'	'P4Y'	'fulltext'	'3 years'	'The Society of Biblical Literature'	'1890-01-01 - 2008-12-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2005-11-01'	'50907082'	'2004-221979'
'Journal of Farm Economics'	'1071-1031'		'1919-06-01'	'1'	'1'	'1922-10-01'	'4'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jfarmeconomics'		'jfarmeconomics'		'fulltext'	'Absorbed'	'Agricultural & Applied Economics Association;Oxford University Press'	'1919-06-01 - 1967-12-01'	'Arts & Sciences VII Collection;Business II Collection;For-Profit Academic Arts & Sciences VII Collection;For-Profit Academic Business II Collection'	'Business;Economics'	'2004-10-01'	'52066084'	'2004-237151'
'Journal of Mammalogy'	'0022-2372'	'1545-1542'	'1919-11-01'	'1'	'1'	'1922-11-01'	'3'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jmammalogy'		'jmammalogy'	'P4Y'	'fulltext'	'3 years'	'American Society of Mammalogists'	'1919-11-01 - 2008-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology;Zoology'	'2005-05-01'	'39098574'	'2003-215246'
'Journal of Political Economy'	'0022-3808'	'1537-534X'	'1892-12-01'	'1'	'1'	'1922-12-01'	'30'	'6'	'http://www.jstor.org/action/showPublication?journalCode=jpoliecon'		'jpoliecon'		'fulltext'	'Moving Wall: 5 years'	'The University of Chicago Press'	'1892-12-01 - 2011-10-01'	'Arts & Sciences I Collection;Business I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Business I Collection'	'Business;Economics'	'1997-01-01'	'35738289'	'sn97-23016'
'Journal of Social Forces'	'1532-1282'		'1922-11-01'	'1'	'1'	'1922-11-01'	'1'	'1'	'http://www.jstor.org/action/showPublication?journalCode=jsocialforces'		'jsocialforces'		'fulltext'	'Absorbed'	'Oxford University Press'	'1922-11-01 - 1925-05-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Sociology'	'2001-12-01'	'48533784'	'2001-227381'
'Journal of the American Geographical Society of New York'	'1536-0407'		'1872-01-01'	'3'	'None'	'1900-01-01'	'32'	'5'	'http://www.jstor.org/action/showPublication?journalCode=jamergeogsocinew'		'jamergeogsocinew'		'fulltext'	'Absorbed'	'American Geographical Society'	'1872-01-01 - 1900-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-06-01'	'49976441'	'2002-227015'
'Journal of the American Geographical and Statistical Society'	'1536-0393'		'1859-01-01'	'1'	'1'	'1870-01-01'	'2'	'2'	'http://www.jstor.org/action/showPublication?journalCode=jamergeogstatsoc'		'jamergeogstatsoc'		'fulltext'	'Absorbed'	'American Geographical Society'	'1859-01-01 - 1870-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-06-01'	'49976435'	'2002-227014'
'Journal of the American Institute of Criminal Law and Criminology'	'0885-4173'		'1910-05-01'	'1'	'1'	'1922-11-01'	'13'	'3'	'http://www.jstor.org/action/showPublication?journalCode=jamerinstcrimlaw'		'jamerinstcrimlaw'		'fulltext'	'Absorbed'	'Northwestern University'	'1910-05-01 - 1931-02-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2004-07-01'	'50448302'	'2004-236853'
'Journal of the American Oriental Society'	'0003-0279'		'1843-01-01'	'1'	'1'	'1922-01-01'	'42'	'None'	'http://www.jstor.org/action/showPublication?journalCode=jameroriesoci'		'jameroriesoci'	'P4Y'	'fulltext'	'3 years'	'American Oriental Society'	'1843-01-01 - 2008-10-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Asian Studies;Middle East Studies'	'2002-12-01'	'51205584'	'2002-227369'
'Journal of the American Statistical Association'	'0162-1459'		'1922-03-01'	'18'	'137'	'1922-12-01'	'18'	'140'	'http://www.jstor.org/action/showPublication?journalCode=jamerstatasso'		'jamerstatasso'	'P6Y'	'fulltext'	'5 years'	'American Statistical Association'	'1922-03-01 - 2006-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Statistics'	'1999-04-01'	'41125238'	'sn99-23377'
'Journal of the Anthropological Society of London'	'1356-0131'		'1864-01-01'	'2'	'None'	'1869-01-01'	'7'	'None'	'http://www.jstor.org/action/showPublication?journalCode=janthsocilond'		'janthsocilond'		'fulltext'	'Absorbed'	'Royal Anthropological Institute of Great Britain and Ireland'	'1864-01-01 - 1870-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Anthropology'	'2005-06-01'	'60577302'	'2005-236996'
'Journal of the Ethnological Society of London (1848-1856)'	'1368-0358'		'1848-01-01'	'1'	'None'	'1856-01-01'	'4'	'None'	'http://www.jstor.org/action/showPublication?journalCode=jethnsocilond184'		'jethnsocilond184'		'fulltext'	'Absorbed'	'Royal Anthropological Institute of Great Britain and Ireland'	'1848-01-01 - 1856-01-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection'	'Anthropology'	'2005-06-01'	'48072264'	'2001-227328'
'Journal of the Illinois State Historical Society (1908-1984)'	'0019-2287'		'1908-04-01'	'1'	'1'	'1922-10-01'	'15'	'3/4'	'http://www.jstor.org/action/showPublication?journalCode=jillistathists'		'jillistathists'		'fulltext'	'Absorbed'	'Illinois State Historical Society;University of Illinois Press'	'1908-04-01 - 1984-07-01'	'Arts & Sciences VIII Collection'	'American Studies;History'	'2009-10-09'	'192136576'	'2009-235496'
'Journal of the Institute of Actuaries (1866-1867)'	'2046-1666'		'1866-04-01'	'13'	'1'	'1867-07-01'	'13'	'6'	'http://www.jstor.org/action/showPublication?journalCode=jinstact'		'jinstact'		'fulltext'	'Absorbed'	'Cambridge University Press;Faculty of Actuaries and Institute of Actuaries'	'1866-04-01 - 1867-07-01'	'Arts & Sciences X Collection;Business III Collection'	'Business;Economics;Finance'	'2011-11-11'		
'Journal of the Institute of Actuaries and Assurance Magazine'	'2046-1674'		'1867-10-01'	'14'	'1'	'1869-10-01'	'15'	'3'	'http://www.jstor.org/action/showPublication?journalCode=jinstactassumag'		'jinstactassumag'		'fulltext'	'Absorbed'	'Cambridge University Press;Faculty of Actuaries and Institute of Actuaries'	'1867-10-01 - 1885-07-01'	'Arts & Sciences X Collection;Business III Collection'	'Business;Economics;Finance'	'2011-11-11'		
'Journal of the New York Entomological Society'	'0028-7199'	'1937-2361'	'1893-03-01'	'1'	'1'	'1922-12-01'	'30'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jnewyorkentosoci'		'jnewyorkentosoci'	'P6Y'	'fulltext'	'5 years'	'New York Entomological Society'	'1893-03-01 - 2006-12-01'	'Biological Sciences Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Zoology'	'2008-11-21'	'47991597'	'2004242170'
'Journal of the Royal Geographical Society of London'	'0266-6235'		'1831-01-01'	'1'	'None'	'1869-01-01'	'39'	'None'	'http://www.jstor.org/action/showPublication?journalCode=jroyageogsocilon'		'jroyageogsocilon'		'fulltext'	'Absorbed'	'Blackwell Publishing;The Royal Geographical Society (with the Institute of British Geographers)'	'1831-01-01 - 1880-01-01'	'Arts & Sciences II Collection;For-Profit Academic Arts & Sciences II Collection'	'Geography'	'2002-12-01'	'51205390'	'2002-227356'
'Journal of the Society of Biblical Literature and Exegesis'	'1069-8337'		'1881-06-01'	'1'	'1'	'1888-06-01'	'8'	'1/2'	'http://www.jstor.org/action/showPublication?journalCode=jsocibiblliteexe'		'jsocibiblliteexe'		'fulltext'	'Absorbed'	'The Society of Biblical Literature'	'1881-06-01 - 1888-06-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection'	'Religion'	'2005-11-01'	'62266410'	'2005-237309'
'Journal of the Statistical Society of London'	'0959-5341'		'1838-05-01'	'1'	'1'	'1869-12-01'	'32'	'4'	'http://www.jstor.org/action/showPublication?journalCode=jstatsocilond'		'jstatsocilond'		'fulltext'	'Absorbed'	'Blackwell Publishing;Royal Statistical Society'	'1838-05-01 - 1886-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;Mathematics & Statistics Collection'	'Statistics'	'1999-08-01'	'42016892'	'sn99-23414'
'Mathematics Teacher'	'0025-5769'		'1908-09-01'	'1'	'1'	'1922-12-01'	'15'	'8'	'http://www.jstor.org/action/showPublication?journalCode=mathteacher'		'mathteacher'		'fulltext'	'Moving Wall: 5 years'	'National Council of Teachers of Mathematics'	'1908-09-01 - 2012-01-01'	'Arts & Sciences X Collection;Mathematics & Statistics Collection'	'Education;Mathematics'	'2011-11-11'		
'Memoirs of the American Academy of Arts and Sciences'	'0096-6134'		'1783-01-01'	'1'	'None'	'1921-12-01'	'14'	'3'	'http://www.jstor.org/action/showPublication?journalCode=mameracadartssci'		'mameracadartssci'		'fulltext'	'Publication of this title ceased in 1957.'	'American Academy of Arts & Sciences'	'1783-01-01 - 1957-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'History;Language & Literature'	'2008-12-05'	'48498502'	'2008-266729'
'Michigan Law Review'	'0026-2234'		'1902-06-01'	'1'	'1'	'1922-12-01'	'21'	'2'	'http://www.jstor.org/action/showPublication?journalCode=michlawrevi'		'michlawrevi'	'P4Y'	'fulltext'	'3 years'	'The Michigan Law Review Association'	'1902-06-01 - 2008-12-01'	'Arts & Sciences IV Collection;For-Profit Academic Arts & Sciences IV Collection'	'Law'	'2004-10-01'	'46972891'	'2004-237195'
'Midland Naturalist'	'0271-6844'		'1909-04-01'	'1'	'1'	'1909-10-01'	'1'	'4'	'http://www.jstor.org/action/showPublication?journalCode=midlnatu'		'midlnatu'		'fulltext'	'Absorbed'	'The University of Notre Dame'	'1909-04-01 - 1909-10-01'	'Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Ecology & Evolutionary Biology'	'2000-11-01'	'45446829'	'00-227426'
'Minnesota History Bulletin'	'0190-6348'		'1915-02-01'	'1'	'1'	'1922-08-01'	'4'	'7/8'	'http://www.jstor.org/action/showPublication?journalCode=minnhistbull'		'minnhistbull'		'fulltext'	'Absorbed'	'Minnesota Historical Society Press'	'1915-02-01 - 1924-11-01'	'Arts & Sciences V Collection'	'American Studies;History'	'2009-06-16'	'400999306'	'2009-235554'
'Missouri Botanical Garden Annual Report'	'0893-3243'		'1890-01-01'	'1890'	'None'	'1912-01-01'	'1912'	'None'	'http://www.jstor.org/action/showPublication?journalCode=missbotagardannu'		'missbotagardannu'		'fulltext'	'Publication of this title ceased in 1912.'	'Missouri Botanical Garden Press'	'1890-01-01 - 1912-01-01'	'Biological Sciences Collection;Ecology & Botany Collection;For-Profit Academic Biological Sciences Collection;For-Profit Academic Life Sciences Collection;Life Sciences Collection'	'Biological Sciences;Botany & Plant Sciences'	'2000-11-01'	'45446772'	'00-227439'
'Mnemosyne'	'0026-7074'		'1852-01-01'	'1'	'None'	'1862-01-01'	'11'	'4'	'http://www.jstor.org/action/showPublication?journalCode=mnemosyne'		'mnemosyne'	'P6Y'	'fulltext'	'5 years'	'BRILL'	'1852-01-01 - 2006-01-01'	'Arts & Sciences VII Collection;For-Profit Academic Arts & Sciences VII Collection'	'Classical Studies'	'2008-06-23'	'46850303'	'2006-242133'
'Modern Art'	'2151-7053'		'1893-01-01'	'1'	'1'	'1897-01-01'	'5'	'1'	'http://www.jstor.org/action/showPublication?journalCode=modernart'		'modernart'		'fulltext'	'Publication of this title ceased in 1897.'		'1893-01-01 - 1897-01-01'	'Arts & Sciences VIII Collection'	'Art & Art History'	'2010-06-16'	'642071391'	'2010-235217'
'Modern Language Association of America. Proceedings'	'1539-3666'		'1884-01-01'	'1'	'None'	'1885-01-01'	'2'	'None'	'http://www.jstor.org/action/showPublication?journalCode=modelangassoamer'		'modelangassoamer'		'fulltext'	'Absorbed'	'Modern Language Association'	'1884-01-01 - 1885-01-01'	'Arts & Sciences III Collection;For-Profit Academic Arts & Sciences III Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'2002-10-01'	'50709815'	'2002-227201'
'Modern Language Notes'	'0149-6611'		'1886-01-01'	'1'	'1'	'1922-12-01'	'37'	'8'	'http://www.jstor.org/action/showPublication?journalCode=modelangnote'		'modelangnote'		'fulltext'	'Absorbed'	'The Johns Hopkins University Press'	'1886-01-01 - 1961-12-01'	'Arts & Sciences I Collection;For-Profit Academic Arts & Sciences I Collection;For-Profit Academic Language & Literature Collection;Language & Literature Collection'	'Language & Literature'	'1999-05-01'	'41302451'	'sn99-23387'
